onset_time,offset_time,duration_s,subject_id
2681.77441,2681.94189,0.16748000000006869,subject-20
2682.92676,2683.18799,0.2612300000000687,subject-20
2684.10522,2684.40674,0.30151999999998225,subject-20
2687.82324,2688.1377,0.3144600000000537,subject-20
2688.9082,2689.12915,0.22095000000035725,subject-20
2689.53125,2689.80542,0.27417000000014013,subject-20
2690.6228,2690.94434,0.32153999999991356,subject-20
2691.79517,2692.01587,0.22070000000030632,subject-20
2695.05713,2695.35181,0.2946799999999712,subject-20
2696.40332,2696.79834,0.3950199999999313,subject-20
2697.1272,2697.48853,0.36133000000018,subject-20
2698.31274,2698.52002,0.2072800000000825,subject-20
2698.72778,2698.79492,0.06713999999965381,subject-20
2699.13623,2699.39087,0.25464000000010856,subject-20
2700.3623,2700.50269,0.14039000000002488,subject-20
2703.05493,2703.28906,0.2341300000002775,subject-20
2703.75806,2704.05273,0.29466999999976906,subject-20
2704.81641,2705.03076,0.214350000000195,subject-20
2706.1897,2706.39062,0.2009200000002238,subject-20
2707.46899,2707.66333,0.19434000000001106,subject-20
2710.77124,2711.13306,0.36182000000007974,subject-20
2712.2583,2712.48608,0.22778000000016618,subject-20
2713.64478,2713.93945,0.29466999999976906,subject-20
2715.51367,2715.7146,0.2009299999999712,subject-20
2718.10571,2718.35376,0.24805000000014843,subject-20
2719.03027,2719.2915,0.26122999999961394,subject-20
2719.69336,2719.99438,0.3010199999998804,subject-20
2720.7583,2720.95923,0.2009299999999712,subject-20
2722.07788,2722.39233,0.3144500000003063,subject-20
2724.61646,2724.8645,0.2480399999999463,subject-20
2725.72827,2726.02979,0.30151999999998225,subject-20
2726.98755,2727.19531,0.20776000000023487,subject-20
2728.23999,2728.46143,0.22143999999980224,subject-20
2729.40576,2729.6001,0.19434000000001106,subject-20
2732.89551,2733.18359,0.2880800000002637,subject-20
2733.84668,2734.04736,0.20067999999992026,subject-20
2734.42944,2734.61011,0.18067000000019107,subject-20
2734.84448,2735.13281,0.28832999999985987,subject-20
2736.65332,2736.86768,0.21435999999994237,subject-20
2737.77881,2737.94604,0.16723000000001775,subject-20
2740.83301,2741.09424,0.2612300000000687,subject-20
2742.35352,2742.6416,0.28807999999980893,subject-20
2743.50562,2743.73291,0.22729000000026645,subject-20
2744.72412,2745.05957,0.3354500000000371,subject-20
2746.33228,2746.51953,0.18724999999994907,subject-20
2749.27954,2749.48047,0.2009299999999712,subject-20
2749.83545,2750.08325,0.2478000000000975,subject-20
2751.14136,2751.40283,0.2614699999999175,subject-20
2752.80933,2753.10425,0.29491999999982,subject-20
2754.11548,2754.37012,0.25464000000010856,subject-20
2755.96387,2756.17163,0.20775999999978012,subject-20
2757.26367,2757.47144,0.20776999999998225,subject-20
2758.59692,2758.85791,0.2609900000002199,subject-20
2760.80005,2761.06836,0.2683100000003833,subject-20
2761.92578,2762.14673,0.2209499999999025,subject-20
2765.42896,2765.63647,0.2075099999997292,subject-20
2767.84033,2768.00781,0.16748000000006869,subject-20
2768.76465,2768.96558,0.2009299999999712,subject-20
2769.72925,2769.97632,0.24707000000034895,subject-20
2773.23242,2773.41333,0.18091000000003987,subject-20
2774.25708,2774.59204,0.33496000000013737,subject-20
2775.59009,2775.84473,0.2546399999996538,subject-20
2776.66187,2776.88965,0.22778000000016618,subject-20
2777.38525,2777.51929,0.1340400000003683,subject-20
2778.12183,2778.2959,0.1740700000000288,subject-20
2780.3186,2780.63403,0.3154300000001058,subject-20
2781.36401,2781.68555,0.3215400000003683,subject-20
2782.77026,2782.93823,0.16797000000042317,subject-20
2783.23291,2783.44043,0.20751999999993131,subject-20
2784.19727,2784.40503,0.20775999999978012,subject-20
2785.24219,2785.40967,0.16748000000006869,subject-20
2788.07568,2788.45752,0.38184000000001106,subject-20
2789.77661,2790.08521,0.30860000000029686,subject-20
2791.2373,2791.42456,0.1872600000001512,subject-20
2791.98071,2792.17456,0.19385000000011132,subject-20
2792.5166,2792.87183,0.3552300000001196,subject-20
2797.23877,2797.41943,0.18065999999998894,subject-20
2798.28394,2798.76587,0.481930000000375,subject-20
2799.01367,2799.32886,0.315190000000257,subject-20
2800.21899,2800.41382,0.19483000000036554,subject-20
2801.33813,2801.53906,0.2009299999999712,subject-20
2804.43286,2804.73413,0.3012699999999313,subject-20
2805.55811,2805.77905,0.22094000000015512,subject-20
2806.53589,2806.83081,0.29491999999982,subject-20
2807.427,2807.65405,0.2270499999999629,subject-20
2808.85376,2809.04126,0.1875,subject-20
2812.31641,2812.55786,0.24144999999998618,subject-20
2812.85913,2813.12036,0.2612300000000687,subject-20
2814.3999,2814.70093,0.3010300000000825,subject-20
2816.46948,2816.67041,0.2009299999999712,subject-20
2817.4541,2817.68164,0.22753999999986263,subject-20
239.38455,239.46483,0.08028000000001612,subject-21
300.23853,300.44611,0.20757999999995036,subject-21
327.46686,327.65399,0.18713000000002467,subject-21
346.46976,346.64389,0.17412999999999101,subject-21
363.47668,363.63733,0.16065000000003238,subject-21
371.69485,371.85605,0.161200000000008,subject-21
380.95908,381.13953,0.18045000000000755,subject-21
392.43289,392.61365,0.18076000000002068,subject-21
405.51471,405.68173,0.16702000000003636,subject-21
413.44543,413.61972,0.17428999999998496,subject-21
422.36093,422.45462,0.09368999999998096,subject-21
438.85199,438.99255,0.14055999999999358,subject-21
454.56592,454.79379,0.2278699999999958,subject-21
461.56586,461.74649,0.18063000000000784,subject-21
467.28592,467.44675,0.16083000000003267,subject-21
474.27893,474.45984,0.18090999999998303,subject-21
477.80219,477.98309,0.18090000000000828,subject-21
480.95691,481.11124,0.15433000000001584,subject-21
485.45145,485.59903,0.14758000000000493,subject-21
493.24835,493.44257,0.19421999999997297,subject-21
512.66638,512.86725,0.20087000000000899,subject-21
519.00989,519.17053,0.16063999999994394,subject-21
558.09393,558.26099,0.16705999999999221,subject-21
566.87518,567.04279,0.16760999999996784,subject-21
575.03387,575.24829,0.21442000000001826,subject-21
576.09882,576.28644,0.1876199999999244,subject-21
584.37769,584.55847,0.18078000000002703,subject-21
589.27441,589.44183,0.1674199999999928,subject-21
667.61041,667.771,0.1605899999999565,subject-21
669.74713,669.9881,0.2409700000000612,subject-21
1673.21936,1673.29285,0.0734899999999925,subject-7
1673.33325,1673.52087,0.18762000000015178,subject-7
1684.33838,1684.5127,0.17432000000007974,subject-7
1686.52222,1686.68958,0.1673599999999169,subject-7
1694.01074,1694.19165,0.18091000000003987,subject-7
1701.78088,1701.92773,0.14685000000008586,subject-7
1709.70483,1709.89905,0.19422000000008666,subject-7
1720.39526,1720.57581,0.1805500000000393,subject-7
1722.34424,1722.53198,0.18774000000007618,subject-7
1733.8053,1734.01282,0.20751999999993131,subject-7
1742.35217,1742.56665,0.21448000000009415,subject-7
1752.43298,1752.64075,0.20776999999998225,subject-7
1758.66248,1758.81641,0.15392999999994572,subject-7
1765.83618,1766.01709,0.18091000000003987,subject-7
1766.17114,1766.35852,0.1873800000000756,subject-7
1773.69324,1773.88757,0.1943300000000363,subject-7
1781.71118,1781.8385,0.12732000000005428,subject-7
1788.12805,1788.36255,0.23450000000002547,subject-7
1789.64856,1789.7959,0.1473399999999856,subject-7
1790.41211,1790.61304,0.2009299999999712,subject-7
1790.63318,1790.82068,0.1875,subject-7
1794.87329,1795.06079,0.1875,subject-7
1795.16797,1795.30835,0.14038000000005013,subject-7
1795.43579,1795.60339,0.1675999999999931,subject-7
1802.08704,1802.28162,0.19458000000008724,subject-7
1803.65479,1803.85559,0.20079999999984466,subject-7
1804.74646,1804.94067,0.19420999999988453,subject-7
1810.45337,1810.6543,0.2009299999999712,subject-7
1825.17627,1825.33679,0.16052000000013322,subject-7
1833.36145,1833.54224,0.1807899999998881,subject-7
1848.46594,1848.62012,0.15417999999999665,subject-7
1855.63965,1855.82056,0.1809099999998125,subject-7
1861.13928,1861.27283,0.13355000000001382,subject-7
1863.26245,1863.47009,0.2076400000000831,subject-7
1868.94238,1869.10999,0.16760999999996784,subject-7
1875.96912,1876.08289,0.11376999999993131,subject-7
1878.82214,1878.98962,0.16748000000006869,subject-7
1886.57251,1886.76672,0.1942100000001119,subject-7
1903.854,1904.01428,0.16028000000005704,subject-7
1904.08167,1904.21545,0.13377999999988788,subject-7
1909.29297,1909.47375,0.18078000000014072,subject-7
1910.01624,1910.15698,0.1407400000000507,subject-7
1910.48511,1910.62561,0.14049999999997453,subject-7
1914.81226,1915.00659,0.1943300000000363,subject-7
1918.34888,1918.55652,0.2076400000000831,subject-7
1924.42419,1924.6051,0.18091000000003987,subject-7
1929.66235,1929.85657,0.19421999999985928,subject-7
1937.59973,1937.74707,0.1473399999999856,subject-7
1940.50684,1940.72095,0.21410999999989144,subject-7
1952.0614,1952.26196,0.20055999999999585,subject-7
1952.3092,1952.50342,0.19422000000008666,subject-7
1967.66821,1967.87585,0.20763999999985572,subject-7
1967.9425,1968.12366,0.18115999999986343,subject-7
1971.16443,1971.34558,0.18114999999988868,subject-7
1974.78174,1974.96924,0.1875,subject-7
1975.08984,1975.38464,0.2947999999998956,subject-7
1975.47839,1975.65222,0.17382999999995263,subject-7
1991.23926,1991.42017,0.18091000000003987,subject-7
1998.7749,1999.00256,0.2276600000000144,subject-7
1999.06958,1999.23035,0.16076999999995678,subject-7
2005.88171,2006.33716,0.45544999999992797,subject-7
2006.57166,2006.75256,0.18089999999983775,subject-7
2020.99976,2021.18738,0.18762000000015178,subject-7
2021.23376,2021.38159,0.14782999999988533,subject-7
2028.65552,2028.89697,0.24144999999998618,subject-7
2029.17834,2029.36584,0.1875,subject-7
2029.46582,2029.64722,0.18140000000016698,subject-7
2029.80798,2029.98218,0.17419999999992797,subject-7
