subject_id,trial,sentence_id,condition,target_position,found_tight,before_noun_tight,found_pieslice,before_noun_pieslice
subject-9,10,0,non-restrictive,1,True,False,True,False
subject-9,11,5,restrictive,2,True,True,True,True
subject-9,12,7,restrictive,4,True,True,True,True
subject-9,13,25,restrictive,2,True,False,True,False
subject-9,14,46,non-restrictive,3,True,False,True,False
subject-9,15,26,non-restrictive,3,True,True,True,True
subject-9,16,45,restrictive,2,True,True,True,True
subject-9,17,49,restrictive,2,True,True,True,True
subject-9,18,17,restrictive,2,True,False,True,True
subject-9,19,14,non-restrictive,3,False,False,False,False
subject-9,20,15,restrictive,4,True,False,True,False
subject-9,21,30,non-restrictive,3,True,True,True,True
subject-9,22,16,non-restrictive,1,True,False,True,False
subject-9,23,10,non-restrictive,3,True,True,True,True
subject-9,24,31,restrictive,4,True,False,True,False
subject-9,25,24,non-restrictive,1,True,True,True,True
subject-9,26,19,restrictive,4,True,False,True,False
subject-9,27,37,restrictive,2,True,True,True,True
subject-9,28,22,non-restrictive,3,True,True,True,True
subject-9,29,47,restrictive,4,True,False,True,False
subject-9,30,36,non-restrictive,1,True,False,True,False
subject-9,31,23,restrictive,4,True,True,True,True
subject-9,32,29,restrictive,2,True,True,True,True
subject-9,33,3,restrictive,4,True,False,True,False
subject-9,34,2,non-restrictive,3,False,False,False,False
subject-9,35,27,restrictive,4,True,False,True,False
subject-9,36,9,restrictive,2,True,False,True,False
subject-9,37,6,non-restrictive,3,True,True,True,True
subject-9,38,20,non-restrictive,1,True,True,True,True
subject-9,39,12,non-restrictive,1,True,True,True,True
subject-9,40,4,non-restrictive,1,True,False,True,False
subject-9,41,39,restrictive,4,True,False,True,False
subject-9,42,38,non-restrictive,3,True,False,True,True
subject-9,43,21,restrictive,2,True,False,True,False
subject-9,44,11,restrictive,4,False,False,False,False
subject-9,45,13,restrictive,2,True,False,True,False
subject-9,46,32,non-restrictive,1,True,False,True,False
subject-9,47,43,restrictive,4,False,False,False,False
subject-9,48,40,non-restrictive,1,False,False,False,False
subject-9,49,18,non-restrictive,3,True,True,True,True
