subject_id,trial,sentence_id,condition,sentence,target_position,n_saccades_detected,n_saccades_after_verb_onset,first_saccade_latency_s,first_saccade_duration_s,first_saccade_peak_vel_deg_s,first_saccade_landing_aoi,first_saccade_is_target,first_saccade_is_object,rawsample_prop_pos1,saccade_prop_pos1,rawsample_prop_pos2,saccade_prop_pos2,rawsample_prop_pos3,saccade_prop_pos3,rawsample_prop_pos4,saccade_prop_pos4,prop_target_critical_window,saccade_prop_target,no_object_gaze_critical_window,n_saccades_landed_critical_window,target_object,first_saccade_chosen_object,critical_window_favors_target,methods_agree
subject-19,45,49,restrictive,The man will lick the stamp,3,6,2,0.7485,0.0334,272.9,pos3,True,True,0.0,,0.0,,0.0,,1.0,,0.0,,False,0,stamp,stamp,False,False
subject-20,6,5,non-restrictive,The hiker will photograph the mountain,4,9,4,0.7911,0.0334,357.1,pos2,False,True,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,mountain,cactus,False,True
subject-20,34,15,non-restrictive,The businessman will  forget the hat,2,8,3,0.0056,0.0332,517.5,pos1,False,True,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,hat,folder,False,True
subject-20,37,17,non-restrictive,The man will  move the wood,4,8,2,0.4786,0.0334,258.8,subject,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,1,wood,subject,False,True
subject-20,46,14,restrictive,The boy will walk the dog,1,6,3,0.892,0.0667,481.1,elsewhere,False,False,0.0,,0.0,,0.0,,1.0,,0.0,,False,0,dog,elsewhere,False,True
subject-21,25,43,restrictive,The man will lock the safe,2,15,4,0.052,0.0402,621.0,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,safe,elsewhere,False,True
subject-21,26,20,non-restrictive,The baby will grab the kitten,3,13,2,0.5218,0.0468,341.5,subject,False,False,0.0,,0.0,,0.0,,1.0,,0.0,,False,1,kitten,subject,False,True
subject-21,37,31,restrictive,The woman will open the bottle,2,16,5,0.3449,0.0401,645.4,elsewhere,False,False,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,False,2,bottle,elsewhere,True,False
subject-21,38,7,restrictive,The doctor will inject the child,2,14,2,0.325,0.04,582.2,pos1,False,True,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,child,microscope,False,True
subject-21,45,48,non-restrictive,The child will carry the balloon,3,21,7,0.0226,0.0266,139.7,elsewhere,False,False,0.4129,0.0,0.5871,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,balloon,elsewhere,False,True
subject-21,46,5,restrictive,The hiker will climb the mountain,4,14,6,0.2616,0.0532,600.3,pos3,False,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,mountain,moon,False,True
subject-22,1,7,non-restrictive,The doctor will check the child,3,10,4,0.1287,0.0605,340.4,pos2,False,True,0.0,,1.0,,0.0,,0.0,,0.0,,False,2,child,microscope,False,True
subject-22,41,13,non-restrictive,The man will  collect the cigarettes,1,9,3,0.5274,0.0537,253.8,pos1,True,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1,cigarettes,cigarettes,True,True
subject-22,47,35,non-restrictive,The girl will squeeze the mascara,3,12,5,0.5645,0.0337,317.3,elsewhere,False,False,0.0,,1.0,,0.0,,0.0,,0.0,,False,1,mascara,elsewhere,False,True
subject-23,7,42,non-restrictive,The woman will wash the shirt,2,12,2,0.4034,0.0134,489.5,elsewhere,False,False,0.0,,1.0,,0.0,,0.0,,1.0,,False,1,shirt,elsewhere,True,False
subject-23,8,23,restrictive,The girl will knit the scarf,3,12,2,0.2855,0.0201,377.5,pos3,True,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,False,1,scarf,scarf,True,True
subject-23,10,26,non-restrictive,The woman will blow grab the candle,2,16,3,0.2894,0.0669,569.9,elsewhere,False,False,0.0,,1.0,,0.0,,0.0,,1.0,,False,0,candle,elsewhere,True,False
subject-23,11,7,restrictive,The doctor will inject the child,3,15,3,0.305,0.0333,657.2,subject,False,False,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,child,subject,False,True
subject-23,12,41,restrictive,The boy will squeeze the orange,1,17,4,0.0173,0.0673,435.0,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,1,orange,elsewhere,False,True
subject-23,14,10,non-restrictive,The man will wipe the washing machine,2,13,2,1.0615,0.0334,317.3,pos3,False,True,0.0,0.0,0.782,0.0,0.218,1.0,0.0,0.0,0.782,0.0,False,1,washing-machine,mirror,True,False
subject-23,15,34,non-restrictive,The boy will move the radio,2,8,4,0.4857,0.0469,367.2,elsewhere,False,False,1.0,,0.0,,0.0,,0.0,,0.0,,False,1,radio,elsewhere,False,True
subject-23,17,49,restrictive,The man will lick the stamp,1,6,3,0.3667,0.0537,730.8,pos1,True,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1,stamp,stamp,True,True
subject-23,18,33,restrictive,The boy will unzip the suitcase,1,14,6,0.2041,0.0531,1012.4,elsewhere,False,False,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,suitcase,elsewhere,False,True
subject-23,19,21,restrictive,The woman will water the flower,1,10,2,1.1296,0.0469,350.8,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,flower,elsewhere,False,True
subject-23,21,1,restrictive,The woman will drink the wine,1,17,4,0.4709,0.0134,320.1,elsewhere,False,False,0.0,,0.6061,,0.3939,,0.0,,0.0,,False,1,wine,elsewhere,False,True
subject-23,24,25,restrictive,The man will paint the canvas,1,16,4,0.6557,0.033,313.8,subject,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,canvas,subject,False,True
subject-23,25,32,non-restrictive,The woman will carry the beer,4,11,4,0.3189,0.0135,308.1,pos2,False,True,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,beer,biscuit,False,True
subject-23,27,4,non-restrictive,The boy will throw the ball,4,10,4,0.4731,0.027,297.9,pos2,False,True,0.7071,0.0,0.2929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,ball,acorns,False,True
subject-23,30,15,restrictive,The businessman will wear the hat,3,16,4,0.435,0.0133,281.6,elsewhere,False,False,0.0,,0.0,,0.0,,1.0,,0.0,,False,2,hat,elsewhere,False,True
subject-23,31,48,non-restrictive,The child will carry the balloon,4,15,6,0.1564,0.027,373.1,pos2,False,True,0.3819,,0.6181,,0.0,,0.0,,0.0,,False,1,balloon,flag,False,True
subject-23,36,19,restrictive,The chef will slice the bread,3,14,3,0.3387,0.0402,777.4,elsewhere,False,False,0.0,,1.0,,0.0,,0.0,,0.0,,False,1,bread,elsewhere,False,True
subject-23,40,38,non-restrictive,The woman will carry the apron,2,19,6,0.4184,0.0469,257.3,pos4,False,True,0.0,0.0,0.0,0.0,0.3632,0.0,0.6368,1.0,0.0,0.0,False,2,apron,broom,False,True
subject-23,41,30,non-restrictive,The girl will grab the dice,2,10,2,0.5454,0.0403,400.5,subject,False,False,0.0,,0.0,,0.0,,1.0,,0.0,,False,1,dice,subject,False,True
subject-23,43,35,restrictive,The girl will apply the mascara,3,15,5,0.1521,0.0804,437.0,subject,False,False,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,mascara,subject,False,True
subject-23,46,14,non-restrictive,The boy will feed the dog,2,13,5,0.2496,0.0335,287.7,pos3,False,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,dog,bird,False,True
subject-3,7,21,restrictive,The woman will water the flower,3,10,2,0.5202,0.0535,899.8,pos3,True,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,False,1,flower,flower,True,True
subject-3,22,33,restrictive,The boy will unzip the suitcase,3,3,1,0.646,0.0405,288.8,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,1.0,,False,1,suitcase,elsewhere,True,False
subject-4,1,0,restrictive,The boy will eat the cake,3,12,1,0.2326,0.0202,410.9,pos3,True,True,0.0,0.0,0.0,0.0,0.9505,1.0,0.0495,0.0,0.9505,1.0,False,1,cake,cake,True,True
subject-4,2,9,non-restrictive,The woman will open the book,4,10,3,0.0682,0.0267,307.7,subject,False,False,0.3353,,0.0,,0.6647,,0.0,,0.0,,False,1,book,subject,False,True
subject-4,3,33,non-restrictive,The boy will open the suitcase,4,12,2,0.8062,0.0401,225.1,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,suitcase,elsewhere,False,True
subject-4,5,4,restrictive,The boy will bounce the ball,3,11,4,0.3081,0.0469,487.1,elsewhere,False,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,False,1,ball,elsewhere,True,False
subject-4,6,5,non-restrictive,The hiker will photograph the mountain,4,9,2,1.3073,0.0403,331.6,pos2,False,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,mountain,cactus,False,True
subject-4,8,43,non-restrictive,The man will wipe the safe,2,14,5,0.5472,0.0471,255.9,pos2,True,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,safe,safe,False,False
subject-4,20,32,restrictive,The woman will brew the beer,3,9,4,0.0894,0.0536,406.3,elsewhere,False,False,0.0,,0.0,,0.0,,1.0,,0.0,,False,0,beer,elsewhere,False,True
subject-4,21,36,restrictive,The kid will build the lego,3,8,1,0.1536,0.0333,593.4,pos3,True,True,0.0,,0.0,,1.0,,0.0,,1.0,,False,0,lego,lego,True,True
subject-4,23,10,restrictive,The man will repair the washing machine,1,11,3,0.9792,0.0268,351.7,elsewhere,False,False,0.0,0.0,0.134,1.0,0.3846,0.0,0.4814,0.0,0.0,0.0,False,2,washing-machine,elsewhere,False,True
subject-4,24,40,restrictive,The girl will button the blouse,3,13,4,0.2159,0.0335,417.6,elsewhere,False,False,0.0,,0.0,,0.0,,1.0,,0.0,,False,0,blouse,elsewhere,False,True
subject-4,26,15,non-restrictive,The businessman will  forget the hat,2,9,2,0.7825,0.0334,392.6,subject,False,False,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,hat,subject,False,True
subject-4,30,31,non-restrictive,The woman will examine the bottle,2,11,4,0.2807,0.0201,382.4,subject,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,1,bottle,subject,False,True
subject-4,32,29,non-restrictive,The grandmother will eadturn the newspaper,4,9,2,0.4225,0.0468,570.0,pos3,False,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,newspaper,tissue,False,True
subject-4,37,16,restrictive,The woman will wear the dress,3,14,5,0.3905,0.0537,502.8,pos3,True,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,False,1,dress,dress,True,True
subject-4,39,14,restrictive,The boy will walk the dog,1,12,4,0.3358,0.0537,437.7,pos4,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,1,dog,hen,False,True
subject-4,40,6,restrictive,The housewife will fry the mushrooms,1,18,5,0.0253,0.0333,337.3,subject,False,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,mushrooms,subject,False,True
subject-5,0,21,restrictive,The woman will water the flower,4,21,5,0.152,0.0334,268.4,pos2,False,True,0.0,0.0,0.9191,0.0,0.0809,1.0,0.0,0.0,0.0,0.0,False,1,flower,vase,False,True
subject-5,1,14,non-restrictive,The boy will feed the dog,1,18,6,0.0821,0.0402,210.5,pos3,False,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,dog,ball,False,True
subject-5,2,17,restrictive,The man will chop the wood,4,14,4,0.3261,0.0471,289.6,pos2,False,True,0.0,0.0,0.92,1.0,0.08,0.0,0.0,0.0,0.0,0.0,False,1,wood,stone,False,True
subject-5,3,42,non-restrictive,The woman will wash the shirt,1,14,3,0.1688,0.0532,334.4,pos2,False,True,0.1221,0.5,0.3071,0.0,0.5708,0.5,0.0,0.0,0.1221,0.5,False,2,shirt,apple,False,True
subject-5,4,7,restrictive,The doctor will inject the child,2,18,6,0.0503,0.0336,166.6,subject,False,False,0.4134,0.0,0.5866,1.0,0.0,0.0,0.0,0.0,0.5866,1.0,False,1,child,subject,True,False
subject-5,6,48,non-restrictive,The child will carry the balloon,3,13,5,0.3771,0.0606,309.2,elsewhere,False,False,0.0,0.0,0.0,0.0,0.7443,1.0,0.2557,0.0,0.7443,1.0,False,2,balloon,elsewhere,True,False
subject-5,7,20,non-restrictive,The baby will grab the kitten,3,11,2,0.6693,0.0603,359.8,elsewhere,False,False,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,kitten,elsewhere,False,True
subject-5,16,36,non-restrictive,The kid will stack the lego,3,12,5,0.4117,0.047,268.2,elsewhere,False,False,0.77,,0.23,,0.0,,0.0,,0.0,,False,1,lego,elsewhere,False,True
subject-5,22,1,restrictive,The woman will drink the wine,4,11,1,0.3569,0.0538,374.9,pos3,False,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,wine,lipstick,False,True
subject-5,26,10,non-restrictive,The man will wipe the washing machine,1,15,4,0.9473,0.0336,246.2,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,1,washing-machine,elsewhere,False,True
subject-5,27,9,restrictive,The woman will read the book,4,16,3,0.2015,0.0334,273.4,pos2,False,True,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,book,cup,False,True
subject-5,29,8,non-restrictive,The woman will dust the piano,3,13,1,0.3238,0.074,222.9,pos1,False,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,piano,telephone,False,True
subject-5,40,28,non-restrictive,The cat will push the milk,3,14,4,0.3417,0.0465,372.3,pos2,False,True,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,milk,sock,False,True
subject-5,49,16,non-restrictive,The woman will  carry the dress,3,13,4,0.1236,0.0466,207.9,subject,False,False,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,dress,subject,False,True
subject-6,3,29,non-restrictive,The grandmother will eadturn the newspaper,1,10,3,0.3419,0.0538,574.8,elsewhere,False,False,1.0,,0.0,,0.0,,0.0,,1.0,,False,1,newspaper,elsewhere,True,False
subject-6,4,10,restrictive,The man will repair the washing machine,2,11,2,1.0057,0.0335,539.2,elsewhere,False,False,0.0,,1.0,,0.0,,0.0,,1.0,,False,2,washing-machine,elsewhere,True,False
subject-7,4,46,non-restrictive,The musician will move the violin,2,11,5,0.4207,0.0201,351.5,pos1,False,True,0.6587,1.0,0.3413,0.0,0.0,0.0,0.0,0.0,0.3413,0.0,False,1,violin,stand,True,False
subject-7,11,47,restrictive,The girl will vacuum the carpet,3,8,4,0.717,0.0536,339.5,elsewhere,False,False,1.0,,0.0,,0.0,,0.0,,0.0,,False,1,carpet,elsewhere,False,True
subject-7,12,3,restrictive,The woman will bathe the baby,3,8,3,0.2617,0.0133,270.5,pos1,False,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2,baby,stool,False,True
subject-7,16,1,restrictive,The woman will drink the wine,1,9,3,0.3504,0.0267,454.4,subject,False,False,0.0,,0.0,,0.0,,1.0,,0.0,,False,1,wine,subject,False,True
subject-7,25,31,restrictive,The woman will open the bottle,3,11,4,0.0637,0.0267,183.8,pos1,False,True,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,bottle,sponge,False,True
subject-7,39,6,non-restrictive,The housewife will  wash the mushrooms,2,7,3,0.4154,0.0335,215.1,elsewhere,False,False,0.0,,0.3429,,0.6571,,0.0,,0.3429,,False,1,mushrooms,elsewhere,True,False
subject-7,41,10,non-restrictive,The man will wipe the washing machine,2,9,4,0.0634,0.0196,346.6,elsewhere,False,False,0.8892,0.0,0.1108,1.0,0.0,0.0,0.0,0.0,0.1108,1.0,False,3,washing-machine,elsewhere,False,True
subject-7,42,20,non-restrictive,The baby will grab the kitten,4,11,3,0.294,0.0337,408.5,pos3,False,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,1,kitten,cup,False,True
subject-7,44,0,non-restrictive,The boy will move the cake,4,8,4,0.1059,0.0139,182.9,subject,False,False,1.0,,0.0,,0.0,,0.0,,0.0,,False,1,cake,subject,False,True
subject-7,46,33,restrictive,The boy will unzip the suitcase,1,5,2,0.4519,0.0469,341.4,subject,False,False,1.0,,0.0,,0.0,,0.0,,1.0,,False,1,suitcase,subject,True,False
subject-7,48,49,restrictive,The man will lick the stamp,1,7,2,0.5141,0.0335,432.1,subject,False,False,1.0,,0.0,,0.0,,0.0,,1.0,,False,0,stamp,subject,True,False
subject-7,49,23,restrictive,The girl will knit the scarf,3,12,1,0.3455,0.0132,459.2,elsewhere,False,False,0.0,,0.0,,0.4439,,0.5561,,0.4439,,False,1,scarf,elsewhere,True,False
subject-8,1,3,non-restrictive,The woman will touch the baby,4,12,5,0.2108,0.0201,163.3,pos2,False,True,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,baby,stool,False,True
subject-8,6,18,restrictive,The boy will kick the football,3,8,2,0.3263,0.0336,265.7,subject,False,False,0.0,,0.0,,0.0,,1.0,,0.0,,False,1,football,subject,False,True
subject-8,17,2,restrictive,The policeman will arrest the man,3,10,2,0.4213,0.0669,313.1,pos1,False,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,man,houses,False,True
subject-8,19,47,non-restrictive,The girl will move the carpet,4,7,3,0.2734,0.0263,161.4,elsewhere,False,False,0.0,,1.0,,0.0,,0.0,,0.0,,False,1,carpet,elsewhere,False,True
subject-8,22,7,non-restrictive,The doctor will check the child,4,16,8,0.0685,0.0335,302.1,pos2,False,True,1.0,,0.0,,0.0,,0.0,,0.0,,False,1,child,toy-bear,False,True
subject-8,23,20,restrictive,The baby will hug the kitten,1,10,1,1.2128,0.0604,282.0,elsewhere,False,False,0.0,,0.0,,0.0,,1.0,,0.0,,False,0,kitten,elsewhere,False,True
subject-8,29,10,restrictive,The man will repair the washing machine,3,9,3,0.9724,0.0397,264.9,elsewhere,False,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,False,2,washing-machine,elsewhere,True,False
subject-8,31,13,non-restrictive,The man will  collect the cigarettes,2,11,4,0.226,0.0535,376.7,pos3,False,True,0.0,0.0,0.0,0.0,0.5584,0.0,0.4416,1.0,0.0,0.0,False,1,cigarettes,filofax,False,True
subject-8,32,32,restrictive,The woman will brew the beer,1,4,1,1.2078,0.0201,234.5,pos1,True,True,1.0,,0.0,,0.0,,0.0,,1.0,,False,0,beer,beer,True,True
subject-8,34,22,restrictive,The girl will zip the coat,3,12,2,0.5098,0.0335,231.0,pos2,False,True,0.0,,0.0,,1.0,,0.0,,1.0,,False,0,coat,towel,True,False
subject-8,36,8,restrictive,The woman will play the piano,1,9,2,0.6394,0.0135,272.1,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,piano,elsewhere,False,True
subject-8,37,26,restrictive,The woman will blow out the candle,3,8,2,0.3765,0.0203,189.3,pos2,False,True,0.0569,0.0,0.3236,0.5,0.6196,0.5,0.0,0.0,0.6196,0.5,False,2,candle,coaster,True,False
subject-8,38,48,restrictive,The child will inflate the balloon,1,10,5,0.129,0.0269,389.8,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,1,balloon,elsewhere,False,True
subject-8,40,49,non-restrictive,The man will pick up the stamp,2,11,4,1.084,0.047,211.5,elsewhere,False,False,0.0,,1.0,,0.0,,0.0,,1.0,,False,0,stamp,elsewhere,True,False
subject-8,41,15,non-restrictive,The businessman will  forget the hat,4,10,4,0.1122,0.0273,413.6,subject,False,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,hat,subject,False,True
subject-8,42,39,non-restrictive,The boy will move the shoelace,4,11,4,0.1135,0.0201,403.8,pos2,False,True,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,shoelace,mat,False,True
subject-8,46,5,non-restrictive,The hiker will photograph the mountain,2,11,4,0.5298,0.0335,367.2,pos2,True,True,0.0,,1.0,,0.0,,0.0,,1.0,,False,1,mountain,mountain,True,True
subject-8,47,6,restrictive,The housewife will fry the mushrooms,3,6,2,0.1989,0.0606,302.2,elsewhere,False,False,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,mushrooms,elsewhere,False,True
subject-8,48,24,restrictive,The girl will groom the rabbit,1,10,3,0.3237,0.0536,274.0,pos4,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,1,rabbit,glass,False,True
subject-9,1,28,non-restrictive,The cat will push the milk,1,13,3,0.4691,0.0532,284.3,pos4,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,1,milk,sock,False,True
subject-9,4,33,restrictive,The boy will unzip the suitcase,2,12,3,0.2982,0.0732,272.1,elsewhere,False,False,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,suitcase,elsewhere,False,True
subject-9,5,41,restrictive,The boy will squeeze the orange,2,12,4,0.1717,0.0132,369.7,elsewhere,False,False,0.0,,1.0,,0.0,,0.0,,1.0,,False,0,orange,elsewhere,True,False
subject-9,6,34,non-restrictive,The boy will move the radio,3,9,4,0.1102,0.0664,376.2,pos2,False,True,0.0,,1.0,,0.0,,0.0,,0.0,,False,1,radio,pillow,False,True
subject-9,7,35,restrictive,The girl will apply the mascara,4,14,3,0.829,0.04,290.6,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,mascara,elsewhere,False,True
subject-9,8,1,restrictive,The woman will drink the wine,2,11,4,0.3236,0.0474,311.6,pos4,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,1,wine,chair,False,True
subject-9,9,42,non-restrictive,The woman will wash the shirt,3,15,6,0.0819,0.0396,233.5,pos3,True,True,0.0,0.0,0.7882,1.0,0.2118,0.0,0.0,0.0,0.2118,0.0,False,2,shirt,shirt,False,False
subject-9,10,0,non-restrictive,The boy will move the cake,1,13,3,0.4276,0.0469,356.6,pos4,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,1,cake,ball,False,True
subject-9,11,5,restrictive,The hiker will climb the mountain,2,13,5,0.3485,0.0405,349.0,pos2,True,True,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,False,2,mountain,mountain,True,True
subject-9,13,25,restrictive,The man will paint the canvas,2,11,4,0.4212,0.0537,379.9,pos3,False,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,canvas,keyboard,False,True
subject-9,15,26,non-restrictive,The woman will blow grab the candle,3,11,5,0.5374,0.04,227.5,pos3,True,True,0.0,0.0,0.0,0.0,0.8985,1.0,0.1015,0.0,0.8985,1.0,False,1,candle,candle,True,True
subject-9,16,45,restrictive,The chef will grate the carrot,2,13,4,0.1302,0.04,290.2,pos2,True,True,0.6667,,0.3333,,0.0,,0.0,,0.3333,,False,1,carrot,carrot,True,True
subject-9,17,49,restrictive,The man will lick the stamp,2,14,6,0.159,0.0332,272.5,pos2,True,True,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,False,2,stamp,stamp,True,True
subject-9,18,17,restrictive,The man will chop the wood,2,13,4,0.3065,0.0537,272.5,elsewhere,False,False,0.3333,,0.6667,,0.0,,0.0,,0.6667,,False,1,wood,elsewhere,True,False
subject-9,19,14,non-restrictive,The boy will feed the dog,3,14,6,0.2699,0.0337,219.8,elsewhere,False,False,1.0,,0.0,,0.0,,0.0,,0.0,,False,1,dog,elsewhere,False,True
subject-9,21,30,non-restrictive,The girl will grab the dice,3,14,4,0.3919,0.0532,342.9,elsewhere,False,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,False,2,dice,elsewhere,True,False
subject-9,22,16,non-restrictive,The woman will  carry the dress,1,12,5,0.3177,0.0537,356.5,elsewhere,False,False,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,dress,elsewhere,False,True
subject-9,23,10,non-restrictive,The man will wipe the washing machine,3,10,3,0.6659,0.0674,300.6,pos4,False,True,0.0,0.0,0.5131,0.0,0.2346,0.5,0.2523,0.5,0.2346,0.5,False,2,washing-machine,mirror,False,True
subject-9,24,31,restrictive,The woman will open the bottle,4,13,6,0.1644,0.0605,275.2,pos3,False,True,0.0,0.0,0.3491,1.0,0.6509,0.0,0.0,0.0,0.0,0.0,False,1,bottle,seed,False,True
subject-9,26,19,restrictive,The chef will slice the bread,4,11,4,0.3592,0.0601,304.9,pos1,False,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,bread,spoon,False,True
subject-9,27,37,restrictive,The boy will peel the banana,2,11,3,0.121,0.0469,240.9,pos3,False,True,0.0,,0.2523,,0.7477,,0.0,,0.2523,,False,1,banana,mitten,True,False
subject-9,28,22,non-restrictive,The girl will hang the coat,3,9,3,0.3768,0.0542,324.4,pos3,True,True,0.3937,0.0,0.0,0.0,0.6063,1.0,0.0,0.0,0.6063,1.0,False,1,coat,coat,True,True
subject-9,29,47,restrictive,The girl will vacuum the carpet,4,14,4,0.4022,0.04,208.6,pos3,False,True,0.0,0.0,0.3553,1.0,0.6447,0.0,0.0,0.0,0.0,0.0,False,1,carpet,footstool,False,True
subject-9,31,23,restrictive,The girl will knit the scarf,4,15,4,0.1649,0.0737,321.7,pos4,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,1,scarf,scarf,True,True
subject-9,32,29,restrictive,The grandmother will read the newspaper,2,14,3,0.0193,0.0269,201.9,pos2,True,True,0.0,,1.0,,0.0,,0.0,,1.0,,False,0,newspaper,newspaper,True,True
subject-9,34,2,non-restrictive,The policeman will search the man,3,10,2,1.1712,0.0405,419.3,subject,False,False,0.0,,0.0,,1.0,,0.0,,1.0,,False,0,man,subject,True,False
subject-9,35,27,restrictive,The boy will dim the lamp,4,13,4,0.119,0.0537,350.2,elsewhere,False,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,lamp,elsewhere,False,True
subject-9,37,6,non-restrictive,The housewife will  wash the mushrooms,3,16,5,0.0471,0.0332,265.7,pos2,False,True,0.0,0.0,0.0,0.0,0.6469,0.0,0.3531,1.0,0.6469,0.0,False,1,mushrooms,jug,True,False
subject-9,38,20,non-restrictive,The baby will grab the kitten,1,11,5,0.4212,0.0469,194.7,pos1,True,True,0.8266,1.0,0.1734,0.0,0.0,0.0,0.0,0.0,0.8266,1.0,False,1,kitten,kitten,True,True
subject-9,39,12,non-restrictive,The man will watch the boat,1,14,6,0.306,0.02,348.2,pos1,True,True,0.9438,,0.0,,0.0,,0.0562,,0.9438,,False,0,boat,boat,True,True
subject-9,40,4,non-restrictive,The boy will throw the ball,1,10,4,0.3792,0.0605,265.8,elsewhere,False,False,0.0,,0.0,,0.0,,1.0,,0.0,,False,1,ball,elsewhere,False,True
subject-9,41,39,restrictive,The boy will tie the shoelace,4,8,5,0.0887,0.0474,286.0,pos2,False,True,0.0,0.0,0.3746,0.0,0.6254,1.0,0.0,0.0,0.0,0.0,False,1,shoelace,mat,False,True
subject-9,42,38,non-restrictive,The woman will carry the apron,3,17,6,0.0838,0.0532,347.6,pos1,False,True,0.16,0.0,0.0329,0.0,0.8071,1.0,0.0,0.0,0.8071,1.0,False,1,apron,broom,True,False
